system:index,Frequency_GHz,IncidenceAngle,LAI,SoilMoisture,SoilRoughness_placeholder,VH,VV,date,.geo
S1A_IW_GRDH_1SDV_20160927T102029_20160927T102054_013237_01511F_8914,5.405,35.971794560544375,0.07380513109914916,0.14446377328463963,,-14.173240282768145,-8.024645128379776,2016-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161009T102022_20161009T102047_013412_01569A_2E62,5.405,35.975606779512276,0.154290024309776,0.16559182245190407,,-16.844514828856692,-10.53406820871671,2016-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161021T102022_20161021T102047_013587_015C29_95A8,5.405,35.97300633518761,0.22150981073102993,0.1662575536164917,,-15.7719129146518,-9.059240363114293,2016-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161102T102022_20161102T102047_013762_01618C_6A99,5.405,35.96854376889033,0.4885528117777968,0.20254848434143707,,-16.56746648306836,-10.148843037399937,2016-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161114T102022_20161114T102047_013937_016710_4732,5.405,35.96705157939722,0.2495966361379782,0.20069834665090094,,-16.52387128986955,-10.316044431754893,2016-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161126T102022_20161126T102047_014112_016C5D_9097,5.405,35.96894082792684,0.44152721903620623,0.20320979173944778,,-16.724139411165112,-10.530779689498027,2016-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161208T102022_20161208T102047_014287_0171EA_5E3C,5.405,35.97358079938194,0.46275722549443127,0.19645979374396702,,-17.304115447475258,-10.989514766921895,2016-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161220T102021_20161220T102046_014462_017763_15AD,5.405,35.9741708711186,0.16443254975923796,0.1942022844773381,,-17.39088548309395,-10.981891335528719,2016-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170101T102020_20170101T102045_014637_017CCD_C278,5.405,35.97177259920805,0.4898932639320596,0.20748755360851767,,-16.407369410216827,-9.884634573490867,2017-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170113T102019_20170113T102044_014812_018219_04A7,5.405,35.96797080344689,0.49208679277582806,0.21275918811810118,,-17.192914478592176,-10.514678257188942,2017-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170125T102019_20170125T102044_014987_01878A_0DDA,5.405,35.96883703391027,0.3950858084396131,0.2078347857258901,,-17.694248189906986,-11.298541736120196,2017-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170206T102019_20170206T102044_015162_018CE7_DF92,5.405,35.970003154040135,0.49040379183428895,0.20565922320389948,,-17.692209850440005,-11.240422228693939,2017-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170218T102019_20170218T102044_015337_019262_523E,5.405,35.97129893229022,0.42912615037332896,0.20054092577525548,,-17.401831154909086,-11.25944831415715,2017-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170302T102018_20170302T102043_015512_0197B3_3423,5.405,35.96655562288476,0.6573623893036986,0.194078801434581,,-17.519126598240593,-11.43662500871914,2017-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170314T102005_20170314T102030_015687_019D03_354F,5.405,35.998673075138655,0.6882423163743709,0.1874313633732435,,-16.96444244413724,-10.82232667261627,2017-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170314T102030_20170314T102055_015687_019D03_8905,5.405,35.98812573569558,0.6882423163743709,0.1874313633732435,,-19.031648712773336,-13.474234616699324,2017-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170326T102005_20170326T102030_015862_01A231_3E03,5.405,35.9960295885363,1.0383682062858137,0.18460023040030182,,-17.122986366787213,-11.182160097570865,2017-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170326T102030_20170326T102055_015862_01A231_FBD4,5.405,35.98548609924306,1.0383682062858137,0.18460023040030182,,-19.060348207493718,-13.684491360882285,2017-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170407T102006_20170407T102031_016037_01A768_65B4,5.405,36.002962233258,0.06317937141864909,0.18751741332166333,,-17.20631882199324,-11.155321787999485,2017-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170407T102031_20170407T102056_016037_01A768_8E5E,5.405,35.99247687714612,0.06317937141864909,0.18751741332166333,,-18.998007705218,-13.422177910538045,2017-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170419T102006_20170419T102031_016212_01ACCA_69FA,5.405,36.00522959760451,1.3364917954505993,0.1861282433030986,,-17.16041781789103,-11.084204208685065,2017-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170419T102031_20170419T102056_016212_01ACCA_0CC3,5.405,35.99486943090793,1.3364917954505993,0.1861282433030986,,-18.876698386544756,-12.979167362655728,2017-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170501T102007_20170501T102032_016387_01B217_FB42,5.405,36.00120738532348,1.354541804132663,0.16252961128699678,,-16.982852286191992,-10.762053630564758,2017-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170501T102032_20170501T102057_016387_01B217_6D59,5.405,35.99070360079901,1.354541804132663,0.16252961128699678,,-18.68265293966617,-12.818127260888508,2017-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170513T102007_20170513T102032_016562_01B763_B2D5,5.405,36.001364699740826,1.216788939051919,0.16125336352015746,,-16.846137938849058,-10.509388596385252,2017-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170513T102032_20170513T102057_016562_01B763_BE40,5.405,35.99097803548841,1.216788939051919,0.16125336352015746,,-18.473123855754608,-12.35827220144076,2017-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170525T102008_20170525T102033_016737_01BCC3_E599,5.405,35.995035835623696,0.8289850668518842,0.14935832990317785,,-16.4181946422976,-10.150313798406998,2017-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170525T102033_20170525T102058_016737_01BCC3_D109,5.405,35.984694982803916,0.8289850668518842,0.14935832990317785,,-17.80058604717647,-11.94889405174567,2017-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170606T102009_20170606T102034_016912_01C23B_9B8E,5.405,36.00022898255534,0.7127930196214625,0.14068593923785103,,-15.460220049479595,-8.684715798798779,2017-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170606T102034_20170606T102059_016912_01C23B_85DC,5.405,35.98989693216593,0.7127930196214625,0.14068593923785103,,-16.82271757804228,-10.222114262941945,2017-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170630T102010_20170630T102035_017262_01CCE3_5A54,5.405,36.00002149466494,1.2727383226254556,0.14593856813026074,,-16.07215550634857,-9.199085150986527,2017-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170630T102035_20170630T102100_017262_01CCE3_F35A,5.405,35.98967582270988,1.2727383226254556,0.14593856813026074,,-16.72430737647413,-10.35775935914133,2017-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170712T102011_20170712T102036_017437_01D232_59EE,5.405,35.996302801735254,1.2910954592811257,0.17497236463202148,,-15.485005213713524,-8.960246650154412,2017-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170712T102036_20170712T102101_017437_01D232_2F46,5.405,35.985942359847485,1.2910954592811257,0.17497236463202148,,-16.53649863318371,-10.265776699721082,2017-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170724T102011_20170724T102036_017612_01D780_383F,5.405,35.994180474005326,1.465558256641778,0.15341707826161585,,-15.18046222474413,-8.763512805472693,2017-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170724T102036_20170724T102101_017612_01D780_4CD9,5.405,35.98502977805261,1.465558256641778,0.15341707826161585,,-16.337309773849793,-10.158797116141429,2017-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170805T102012_20170805T102037_017787_01DCDB_7F22,5.405,35.99689090847193,2.8013055652022936,0.18321089133495042,,-14.803295962616549,-8.510828261514224,2017-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170805T102037_20170805T102102_017787_01DCDB_746C,5.405,35.98784742358797,2.8013055652022936,0.18321089133495042,,-15.722928342033455,-9.905732530044194,2017-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170817T102013_20170817T102038_017962_01E226_6034,5.405,36.00180090522003,2.1113376888348676,0.16643771504153723,,-14.954583173441968,-8.771605871071849,2017-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170817T102038_20170817T102103_017962_01E226_B0C8,5.405,35.99277455025007,2.1113376888348676,0.16643771504153723,,-15.982987464070085,-10.204705982477869,2017-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170829T102013_20170829T102038_018137_01E776_71D8,5.405,36.001209597674766,0.4078735457544713,0.15277442686698017,,-13.945529804138545,-7.348078512724609,2017-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170829T102038_20170829T102103_018137_01E776_CD88,5.405,35.992119710262195,0.4078735457544713,0.15277442686698017,,-15.006484466445043,-9.1559815204847,2017-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170910T102014_20170910T102039_018312_01ECD9_62A1,5.405,35.99798963957273,1.9761688227122773,0.17664349479835575,,-14.273512636072804,-7.79384626033733,2017-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170910T102039_20170910T102104_018312_01ECD9_54F3,5.405,35.9889716270149,1.9761688227122773,0.17664349479835575,,-15.495359097709345,-9.683563441230955,2017-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171004T102014_20171004T102039_018662_01F791_D41C,5.405,35.99430352832391,0.43762806042715746,0.18511587769544424,,-14.067057717341067,-7.76600194744518,2017-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171004T102039_20171004T102104_018662_01F791_E336,5.405,35.98522814048189,0.43762806042715746,0.18511587769544424,,-15.517712161756695,-9.711659742203732,2017-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171016T102014_20171016T102039_018837_01FCE9_9A3C,5.405,35.99743892673101,0.5257792151415178,0.20795383110266774,,-14.78560824721929,-8.126874984719038,2017-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171016T102039_20171016T102104_018837_01FCE9_BC85,5.405,35.98841099063858,0.5257792151415178,0.20795383110266774,,-16.456013157017413,-9.74936488368018,2017-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171028T102015_20171028T102040_019012_02023A_B784,5.405,36.003293372723306,0.34945005563639464,0.20387674429837396,,-15.332889202303228,-8.872806927485051,2017-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171028T102040_20171028T102105_019012_02023A_73C2,5.405,35.99419960880037,0.34945005563639464,0.20387674429837396,,-17.447747269169245,-11.088243159665593,2017-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171109T102014_20171109T102039_019187_02079F_F548,5.405,35.99681534009534,0.2969603269708122,0.1932844411926109,,-15.641922441611996,-9.100061214931676,2017-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171109T102039_20171109T102104_019187_02079F_DFC6,5.405,35.98762827732182,0.2969603269708122,0.1932844411926109,,-17.71152797873953,-11.798352967004204,2017-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171121T102014_20171121T102039_019362_020D25_A52A,5.405,35.997304902618865,0.328494393563297,0.1854705662787462,,-16.12758983726653,-9.43749098958561,2017-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171121T102039_20171121T102104_019362_020D25_ECD3,5.405,35.98817225721771,0.328494393563297,0.1854705662787462,,-18.27224316694171,-12.25841121411514,2017-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171203T102014_20171203T102039_019537_02129C_5376,5.405,35.98855958334347,0.3451347108221733,0.18044533073401253,,-16.411642672145252,-9.551059443166613,2017-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171203T102039_20171203T102104_019537_02129C_1170,5.405,35.97935364422257,0.3451347108221733,0.18044533073401253,,-18.58716513324101,-12.284014440302279,2017-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171215T102013_20171215T102038_019712_021810_87B1,5.405,35.990935648184426,0.3654640858946127,0.17572919736389353,,-16.422183044044218,-9.33975772873894,2017-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171215T102038_20171215T102103_019712_021810_49CE,5.405,35.98186807178169,0.3654640858946127,0.17572919736389353,,-18.300090163773625,-11.610983078717721,2017-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171227T102013_20171227T102038_019887_021D7F_F539,5.405,35.99284142219709,0.17789836366126843,0.1720694396175256,,-16.585740455477286,-9.688548941535386,2017-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20171227T102038_20171227T102103_019887_021D7F_2B74,5.405,35.98376916994498,0.17789836366126843,0.1720694396175256,,-18.887345934982577,-12.721442667653545,2017-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180108T102012_20180108T102037_020062_0222FE_90B4,5.405,35.99756179022181,0.28381301891637417,0.17428583031942865,,-16.49240434798528,-9.31201519909541,2018-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180108T102037_20180108T102102_020062_0222FE_009B,5.405,35.9885076333598,0.28381301891637417,0.17428583031942865,,-18.445756173825252,-11.650972875498391,2018-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180120T102012_20180120T102037_020237_02288C_D9AF,5.405,35.997180914472715,0.11575258923221782,0.17410894251671158,,-16.58525187578034,-9.597016258787162,2018-01-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180120T102037_20180120T102102_020237_02288C_11E7,5.405,35.988136018539414,0.11575258923221782,0.17410894251671158,,-18.65302678201143,-12.33628568138867,2018-01-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180201T102011_20180201T102036_020412_022E1C_DBC5,5.405,35.99067762546648,0.2921221004878883,0.1720036148023205,,-17.04284362665647,-10.161054235188995,2018-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180201T102036_20180201T102101_020412_022E1C_7A78,5.405,35.98149414445891,0.2921221004878883,0.1720036148023205,,-19.432999669818617,-13.07015040436813,2018-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180213T102011_20180213T102036_020587_0233BB_0005,5.405,35.99511540732867,0.23826293627365877,0.16916208369892183,,-16.68524743407839,-9.905115493622123,2018-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180213T102036_20180213T102101_020587_0233BB_F2B8,5.405,35.98601359327828,0.23826293627365877,0.16916208369892183,,-18.962517495034632,-12.644256627482392,2018-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180225T102011_20180225T102036_020762_023950_73F4,5.405,35.99751860239404,0.3497221739885399,0.16352553853467733,,-16.63238620723847,-9.838832257451122,2018-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180225T102036_20180225T102101_020762_023950_94A6,5.405,35.98833855766665,0.3497221739885399,0.16352553853467733,,-19.056614629654245,-12.813473586738688,2018-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180309T102011_20180309T102036_020937_023ED6_8D48,5.405,35.99571347132013,0.49496874457371076,0.17370414934238468,,-16.44642378115574,-9.535013067786032,2018-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180309T102036_20180309T102101_020937_023ED6_6F7D,5.405,35.986629516642274,0.49496874457371076,0.17370414934238468,,-18.59667782073998,-12.247442373218105,2018-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180321T102011_20180321T102036_021112_024464_B25D,5.405,35.99377217814435,0.7567600711929159,0.17874826879060568,,-16.91072447545368,-9.896869931882518,2018-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180321T102036_20180321T102101_021112_024464_5CDD,5.405,35.9846048350372,0.7567600711929159,0.17874826879060568,,-19.57501625144132,-13.252841381762797,2018-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180402T102012_20180402T102037_021287_0249EB_FB65,5.405,35.99411455556471,0.6216367859003302,0.16296458294411667,,-16.661995276804845,-10.10669878892525,2018-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180402T102037_20180402T102102_021287_0249EB_1331,5.405,35.98487979308983,0.6216367859003302,0.16296458294411667,,-19.275011211384435,-13.244023373431453,2018-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180414T102012_20180414T102037_021462_024F5D_6EE5,5.405,35.99837331377008,1.1112975342941487,0.16002746552479363,,-15.661373011528413,-8.727598078253603,2018-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180414T102037_20180414T102102_021462_024F5D_FB1C,5.405,35.98920605704783,1.1112975342941487,0.16002746552479363,,-17.99238481335457,-11.53935191983628,2018-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180426T102013_20180426T102038_021637_0254D3_7ACE,5.405,35.99692554053522,1.285468397291197,0.17067960856341519,,-16.49206381640305,-9.877655887278596,2018-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180426T102038_20180426T102103_021637_0254D3_A1A8,5.405,35.987690555999656,1.285468397291197,0.17067960856341519,,-18.83971716408347,-12.748712168349211,2018-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180508T102013_20180508T102038_021812_025A62_C08D,5.405,35.99820111533978,1.1165773137697517,0.15302325271758713,,-16.572679066231952,-9.90046407233038,2018-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180508T102038_20180508T102103_021812_025A62_40FB,5.405,35.98915170613851,1.1165773137697517,0.15302325271758713,,-18.713427618856425,-12.598438692079517,2018-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180601T102014_20180601T102039_022162_026591_0867,5.405,35.99476107388239,0.8053720263934715,0.17585837665726156,,-16.18257494565097,-9.261248281437569,2018-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180601T102039_20180601T102104_022162_026591_1E9D,5.405,35.9855972460091,0.8053720263934715,0.17585837665726156,,-17.739976244014073,-11.235570202893006,2018-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180613T102015_20180613T102040_022337_026B00_08CE,5.405,35.99559436948623,0.8029150026046192,0.1704607262831776,,-13.759993650016172,-6.568690176161031,2018-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180613T102040_20180613T102105_022337_026B00_057E,5.405,35.9864491674896,0.8029150026046192,0.1704607262831776,,-15.33268088237407,-8.798782961304548,2018-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180625T102016_20180625T102041_022512_027030_6A73,5.405,35.996174348137124,1.179477773919083,0.15944629181332948,,-15.774351386288368,-8.74031083465157,2018-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
