system:index,Frequency_GHz,IncidenceAngle,LAI,SoilMoisture,SoilRoughness_placeholder,VH,VV,date,.geo
S1A_IW_GRDH_1SDV_20151027T102018_20151027T102043_008337_00BC36_5C09,5.405,35.55875345209305,0.20241713438525905,0.1233109177921023,,-17.172832512658672,-9.677827463609287,2015-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151113T102824_20151113T102849_008585_00C2D0_92F9,5.405,45.99867341468186,0.16929206819866574,0.14767281894260761,,-17.86111349577329,-10.650207930127273,2015-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151120T102013_20151120T102038_008687_00C5B1_D1FB,5.405,35.56624927643741,0.0,0.1574563562710024,,-16.01093343025709,-8.438027181967584,2015-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151202T102012_20151202T102037_008862_00CA98_9EF4,5.405,35.56325772350876,0.5459954077943113,0.17175776424482736,,-16.09722556564138,-8.976226441499875,2015-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151207T102824_20151207T102849_008935_00CCAD_8A38,5.405,46.00208656858773,0.11134716982870192,0.16743856592261214,,-18.392177706961167,-12.135201538890067,2015-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151214T102012_20151214T102037_009037_00CF73_0ED7,5.405,35.56138459973187,0.5106482057234437,0.16572365095072056,,-17.177715912710834,-10.276792887547389,2015-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151226T102011_20151226T102036_009212_00D46A_D9B7,5.405,35.5572289589101,0.38167274661802586,0.16354258417636872,,-17.8603888068928,-10.890951855584648,2015-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151231T102823_20151231T102848_009285_00D67F_94C1,5.405,46.00132516604362,0.41973554514594086,0.16210148631726395,,-19.649462153201213,-13.344769694580373,2015-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20160107T102011_20160107T102036_009387_00D968_CEF4,5.405,35.555200975331644,0.16070105984606603,0.16057217053334302,,-18.718457736881703,-11.333174377791012,2016-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20160217T102822_20160217T102847_009985_00EACC_72DD,5.405,46.00217565938785,0.3972628875266206,0.1634035478244733,,-19.738085123571864,-13.32640358901851,2016-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20160307T102010_20160307T102035_010262_00F2B5_2163,5.405,35.560924968557735,0.1791240584453428,0.15382649752043775,,-17.364131269602595,-10.65037946970802,2016-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20160312T102822_20160312T102847_010335_00F4DB_010B,5.405,46.00261928435352,0.7760656142565824,0.15330389144352247,,-19.1194307044078,-13.324585162270434,2016-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20160331T102011_20160331T102036_010612_00FCB0_244E,5.405,35.56539040207549,1.096973753604941,0.14340495516491597,,-17.39185557752605,-11.54631488812397,2016-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20160405T102823_20160405T102848_010685_00FED5_CDD6,5.405,46.00337424635771,0.6982158498544174,0.1401809440511504,,-18.89899190244169,-14.069640253581628,2016-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20160412T102011_20160412T102036_010787_0101EE_474F,5.405,35.566974235185434,2.076580317338684,0.13755800450385441,,-17.541957372195807,-11.52393471167234,2016-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20160429T102824_20160429T102849_011035_01098C_CD4A,5.405,46.004290290665246,1.9777292823354131,0.14007719815636324,,-18.54334085724604,-12.941667491035068,2016-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20160506T102012_20160506T102037_011137_010CC1_1ED7,5.405,35.56132876907883,1.6400704427715955,0.1305914179478014,,-17.158481845209167,-10.964177430734921,2016-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20160523T102825_20160523T102850_011385_0114CC_DA10,5.405,46.003154547901424,0.9541371856820222,0.12862510551698766,,-18.373705308762528,-12.335837132018641,2016-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20160530T102017_20160530T102042_011487_011822_016E,5.405,35.57062794614498,0.715177162878137,0.1342521735139909,,-16.605841475120418,-10.47096224312002,2016-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20160927T102029_20160927T102054_013237_01511F_8914,5.405,35.569001470598856,0.09627959686977437,0.13662997854694062,,-14.498336410761427,-7.867537589507148,2016-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161002T102831_20161002T102856_013310_01536C_8E7A,5.405,46.00255629041333,0.4456711278113925,0.15041014674433076,,-17.81319812591125,-11.638332462489727,2016-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161009T102022_20161009T102047_013412_01569A_2E62,5.405,35.57239662449789,0.1334008833043476,0.1536807018035076,,-16.9088786312,-10.166790810338705,2016-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161014T102831_20161014T102856_013485_0158F4_B054,5.405,46.001880648160736,0.3408933906815661,0.14969744713722768,,-18.32726497839223,-12.152158928725877,2016-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161021T102022_20161021T102047_013587_015C29_95A8,5.405,35.56965924983423,0.2542412803412273,0.15319414667766224,,-15.824828407602942,-8.660128093991318,2016-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161026T102832_20161026T102857_013660_015E64_B4E0,5.405,46.00200355086442,0.4508392460023296,0.16585384888875013,,-16.071707616618596,-10.015277967968517,2016-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161102T102022_20161102T102047_013762_01618C_6A99,5.405,35.56512623615569,0.4763536597157318,0.18857221512108674,,-16.708108569276185,-9.837921602552761,2016-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161107T102831_20161107T102856_013835_0163DB_7D37,5.405,46.00230501883298,0.5616168406318921,0.18036536804807493,,-16.694148107703995,-10.536195856161589,2016-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161114T102022_20161114T102047_013937_016710_4732,5.405,35.56353296174357,0.41884361086427085,0.18427693661734962,,-16.559996756106017,-10.015277102631904,2016-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161119T102831_20161119T102856_014010_016946_59CE,5.405,46.00212126036323,0.47461197390291443,0.1815867225525574,,-17.03897799122315,-11.550189467047215,2016-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161126T102022_20161126T102047_014112_016C5D_9097,5.405,35.56559365276419,0.6061628351343763,0.18598499815194203,,-16.707584057785525,-10.231021109499302,2016-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161201T102831_20161201T102856_014185_016EAA_E111,5.405,46.000060548910305,0.6012506506008539,0.18478519007601485,,-18.04883812798405,-12.344183275906245,2016-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161208T102022_20161208T102047_014287_0171EA_5E3C,5.405,35.57034221183893,0.6387979199196692,0.1793284484051856,,-17.176139812598016,-10.682596717993869,2016-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161213T102830_20161213T102855_014360_017446_00A0,5.405,45.99954564726028,0.6331960738253475,0.17741854233900406,,-18.16652515642461,-12.361443385821442,2016-12-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161220T102021_20161220T102046_014462_017763_15AD,5.405,35.57108564966076,0.17460480316157412,0.1761891562370602,,-17.219705138158012,-10.666245295637596,2016-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20161225T102830_20161225T102855_014535_0179AE_BE11,5.405,46.0004669770192,0.585331196138308,0.18972949878193965,,-16.718071081768628,-11.040659167763103,2016-12-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170101T102020_20170101T102045_014637_017CCD_C278,5.405,35.568520693003784,0.7252247739593821,0.18768460619757824,,-16.405896952554937,-9.611827784415599,2017-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170106T102828_20170106T102853_014710_017F03_A37B,5.405,46.00070489412521,0.174846964860644,0.18706797923567475,,-16.640732766560117,-10.934230956537315,2017-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170113T102019_20170113T102044_014812_018219_04A7,5.405,35.564718812074254,0.7340178369991124,0.192250156017743,,-17.053812302690297,-10.197799164225213,2017-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170118T102828_20170118T102853_014885_018473_18A4,5.405,46.000861269907595,0.6301396479563889,0.18896629262371364,,-18.82246546657282,-12.591445799634187,2017-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170125T102019_20170125T102044_014987_01878A_0DDA,5.405,35.56536494075962,0.50505377804585,0.18743997810586896,,-17.64611371529239,-11.069057325327408,2017-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170130T102828_20170130T102853_015060_0189C8_6747,5.405,46.00111135464926,0.5642432397589205,0.18672190743647715,,-19.209970637464348,-13.133116584937351,2017-01-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170206T102019_20170206T102044_015162_018CE7_DF92,5.405,35.5666352481463,0.8065985155785983,0.1856560031382099,,-17.543896232748274,-10.99933013730975,2017-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170211T102828_20170211T102853_015235_018F3E_AAED,5.405,46.00080748946529,0.7441644144040458,0.18409203681342176,,-18.867989312517455,-13.003406995084681,2017-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170218T102019_20170218T102044_015337_019262_523E,5.405,35.568056344627124,0.6917449011504653,0.1805604192164868,,-17.2691619699294,-10.99652560753621,2017-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170223T102827_20170223T102852_015410_0194A7_5DF4,5.405,46.000711395659614,1.0885757842586248,0.17490164115161802,,-18.613353252202522,-13.10135465983676,2017-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170302T102018_20170302T102043_015512_0197B3_3423,5.405,35.56331120029325,1.0827300959355763,0.17489285187495224,,-17.247416385387247,-11.095185338332396,2017-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170307T102827_20170307T102852_015585_0199F1_C64F,5.405,46.00062791912927,1.3068178539651178,0.17243869166887554,,-18.771509288224546,-13.258793051613933,2017-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170314T102005_20170314T102030_015687_019D03_354F,5.405,35.59823906524755,0.9908905632767422,0.16908556256179055,,-15.385696155814863,-8.734279889493127,2017-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170314T102030_20170314T102055_015687_019D03_8905,5.405,35.40921906200508,0.9908905632767422,0.16908556256179055,,-18.93498995359122,-13.62085156672832,2017-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170319T102814_20170319T102839_015760_019F24_1C98,5.405,45.961099846840256,1.0612624766450585,0.16776178870060643,,,,2017-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170319T102839_20170319T102904_015760_019F24_9F72,5.405,45.91610213962399,1.0612624766450585,0.16776178870060643,,-18.42916419524691,-13.157333920303953,2017-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170326T102005_20170326T102030_015862_01A231_3E03,5.405,35.59568638398589,2.2859683399902373,0.16712103778400064,,-15.502645531864893,-8.86949598883769,2017-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170326T102030_20170326T102055_015862_01A231_FBD4,5.405,35.40671375981344,2.2859683399902373,0.16712103778400064,,-19.196497013361387,-14.395914439976808,2017-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170331T102814_20170331T102839_015935_01A45A_902E,5.405,45.96079064399643,2.0290465644723326,0.16229940461603792,,,,2017-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170331T102839_20170331T102904_015935_01A45A_7E2D,5.405,45.91592998558748,2.0290465644723326,0.16229940461603792,,-18.33553994154225,-13.182418073165715,2017-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170407T102006_20170407T102031_016037_01A768_65B4,5.405,35.602602399182366,0.23822951372099174,0.16858082087607867,,-15.52144974558164,-8.66343503554537,2017-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170407T102031_20170407T102056_016037_01A768_8E5E,5.405,35.41410569265642,0.23822951372099174,0.16858082087607867,,-19.651254976164363,-14.55109604366805,2017-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170412T102815_20170412T102840_016110_01A9A5_6FCA,5.405,45.965062162056356,2.4028294821002185,0.16235640461867934,,,,2017-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170412T102840_20170412T102905_016110_01A9A5_2F02,5.405,45.91928760299681,2.4028294821002185,0.16235640461867934,,-18.205877450603065,-12.730788106054675,2017-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170419T102006_20170419T102031_016212_01ACCA_69FA,5.405,35.604818053462125,2.1524432816822263,0.16975145840474726,,-15.57199583688174,-8.804421721969886,2017-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170419T102031_20170419T102056_016212_01ACCA_0CC3,5.405,35.416475316250924,2.1524432816822263,0.16975145840474726,,-19.239259887960312,-13.585080186781878,2017-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170424T102815_20170424T102840_016285_01AF06_76D8,5.405,45.96518650082571,2.705773445244708,0.1541895735887829,,,,2017-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170424T102840_20170424T102905_016285_01AF06_02A0,5.405,45.918656958819454,2.705773445244708,0.1541895735887829,,-18.42432375348826,-12.509184222298689,2017-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170501T102007_20170501T102032_016387_01B217_FB42,5.405,35.600962507017385,2.363902811132818,0.14483007115811133,,-15.464846094489285,-8.652891327369671,2017-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170501T102032_20170501T102057_016387_01B217_6D59,5.405,35.41210459593568,2.363902811132818,0.14483007115811133,,-19.181469750977378,-13.567449539977096,2017-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170506T102816_20170506T102841_016460_01B44A_C188,5.405,45.96637447385498,1.2839283385592228,0.15236353046200507,,,,2017-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170506T102841_20170506T102906_016460_01B44A_E07D,5.405,45.92089549294131,1.2839283385592228,0.15236353046200507,,-17.931813950721367,-12.030080686512077,2017-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170513T102007_20170513T102032_016562_01B763_B2D5,5.405,35.600850445620395,2.011871291916274,0.14128987244392188,,-15.532184136571807,-8.667825656923961,2017-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170513T102032_20170513T102057_016562_01B763_BE40,5.405,35.412472377147594,2.011871291916274,0.14128987244392188,,-18.720907382239602,-12.919323422854147,2017-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170518T102817_20170518T102842_016635_01B9A2_E4E6,5.405,45.96535258277471,1.6380186701041752,0.14454600165905204,,,,2017-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170518T102842_20170518T102907_016635_01B9A2_8700,5.405,45.91958238298769,1.6380186701041752,0.14454600165905204,,-17.572521019377547,-11.844808088019134,2017-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170525T102008_20170525T102033_016737_01BCC3_E599,5.405,35.59479692889483,1.0019467547739869,0.13119124831575465,,-15.266135484957108,-8.49029238085277,2017-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170525T102033_20170525T102058_016737_01BCC3_D109,5.405,35.40624999141985,1.0019467547739869,0.13119124831575465,,-17.844199614140994,-12.21936058532555,2017-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170530T102817_20170530T102842_016810_01BF06_58FB,5.405,45.966094816628484,0.6704368859771106,0.13150806227968923,,,,2017-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170530T102842_20170530T102907_016810_01BF06_3FE5,5.405,45.91969607181363,0.6704368859771106,0.13150806227968923,,-18.33824614970516,-12.414683695542923,2017-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170606T102009_20170606T102034_016912_01C23B_9B8E,5.405,35.59986558490424,0.5060049462273767,0.12470651950395586,,-14.698895282528893,-7.602021586954415,2017-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170606T102034_20170606T102059_016912_01C23B_85DC,5.405,35.41137623150961,0.5060049462273767,0.12470651950395586,,-16.937610381000788,-10.397021235012007,2017-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170611T102818_20170611T102843_016985_01C474_57F2,5.405,45.96538185797615,0.44778210287368164,0.14446744776464313,,,,2017-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170611T102843_20170611T102908_016985_01C474_9DDB,5.405,45.918488185574276,0.44778210287368164,0.14446744776464313,,-18.061177341186465,-11.54046555422175,2017-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170623T102819_20170623T102844_017160_01C9CC_8192,5.405,45.965633013098056,0.759247864155316,0.13348635551568377,,,,2017-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170623T102844_20170623T102909_017160_01C9CC_F38C,5.405,45.91909687546767,0.759247864155316,0.13348635551568377,,-17.773067631185803,-11.207546522191363,2017-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170630T102010_20170630T102035_017262_01CCE3_5A54,5.405,35.59945245965508,1.0557258409798282,0.13151287597370676,,-15.00795978810778,-8.296980973520292,2017-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170630T102035_20170630T102100_017262_01CCE3_F35A,5.405,35.41109186961058,1.0557258409798282,0.13151287597370676,,-17.94312747156876,-10.879477303320346,2017-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170705T102819_20170705T102844_017335_01CF18_849B,5.405,45.96401020021999,1.134204789508365,0.12837164628409706,,,,2017-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170705T102844_20170705T102909_017335_01CF18_A4A8,5.405,45.916869570514905,1.134204789508365,0.12837164628409706,,-17.52794840955449,-11.206551198349853,2017-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170712T102011_20170712T102036_017437_01D232_59EE,5.405,35.59593879689424,1.6523750777536321,0.15939062716943056,,-14.871247689919965,-8.212754654491748,2017-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170712T102036_20170712T102101_017437_01D232_2F46,5.405,35.40715964882941,1.6523750777536321,0.15939062716943056,,-16.55332689076142,-9.989605622909837,2017-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170717T102820_20170717T102845_017510_01D468_7B2C,5.405,45.9634865767455,1.3422746644909118,0.14125727611802058,,,,2017-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170717T102845_20170717T102910_017510_01D468_217B,5.405,45.91764650242583,1.3422746644909118,0.14125727611802058,,-16.78812639177278,-10.753424630563824,2017-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170724T102011_20170724T102036_017612_01D780_383F,5.405,35.593677881315365,2.805046744503006,0.13749654360345004,,-14.795183019100993,-8.132234447208548,2017-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170724T102036_20170724T102101_017612_01D780_4CD9,5.405,35.405683173009024,2.805046744503006,0.13749654360345004,,-16.343776031720253,-10.052290872805777,2017-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170729T102821_20170729T102846_017685_01D9C4_6941,5.405,45.96677162702983,2.4479072011115774,0.13498148086945796,,,,2017-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170729T102846_20170729T102911_017685_01D9C4_4BCD,5.405,45.92017935529483,2.4479072011115774,0.13498148086945796,,-16.887631790030408,-10.880768185066826,2017-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170805T102012_20170805T102037_017787_01DCDB_7F22,5.405,35.59643822850015,3.6775531754064255,0.15682085651896976,,-14.532690239421385,-7.886100961059058,2017-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20170805T102037_20170805T102102_017787_01DCDB_746C,5.405,35.40862212796895,3.6775531754064255,0.15682085651896976,,-15.881077536676852,-9.913263140411015,2017-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
