system:index,LAI,SoilMoisture,VH,VV,date,.geo
S1A_IW_GRDH_1SDV_20150401T221300_20150401T221325_005296_006B34_470C,0.6880226485128322,0.16506502545596657,-15.181423200555331,-6.728183511857696,2015-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150401T221325_20150401T221336_005296_006B34_10B4,0.6880226485128322,0.16506502545596657,-15.059879120953077,-6.451017060783007,2015-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150425T221207_20150425T221236_005646_0073CE_619B,1.2719406711701238,0.17320866070887794,-18.11485718651849,-9.903827607784718,2015-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150425T221236_20150425T221301_005646_0073CE_1B10,1.2719406711701238,0.17320866070887794,-21.16178069659262,-12.780092227904394,2015-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150425T221301_20150425T221326_005646_0073CE_4C13,1.2719406711701238,0.17320866070887794,-17.728127849994117,-10.075824915065832,2015-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150425T221326_20150425T221338_005646_0073CE_7D7B,1.2719406711701238,0.17320866070887794,-17.22413595709451,-9.303505747204284,2015-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150519T221208_20150519T221237_005996_007BA6_9FB8,1.2799295143371083,0.16870160745457646,-17.834914207708803,-9.63062611492816,2015-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150519T221237_20150519T221302_005996_007BA6_7661,1.2799295143371083,0.16870160745457646,-20.873609778360937,-12.723388012976784,2015-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150519T221302_20150519T221327_005996_007BA6_D67E,1.2799295143371083,0.16870160745457646,-17.313195496732966,-9.725921935078158,2015-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150519T221327_20150519T221339_005996_007BA6_79F3,1.2799295143371083,0.16870160745457646,-16.70484020562901,-9.119638077376203,2015-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150521T215635_20150521T215700_006025_007C5F_7846,1.2957639921567847,0.1672985761918921,-44.967426412919565,-36.446304281315804,2015-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150521T215700_20150521T215725_006025_007C5F_5235,1.2957639921567847,0.1672985761918921,-26.13675899626251,-21.47838247605149,2015-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150521T215725_20150521T215750_006025_007C5F_67A9,1.2957639921567847,0.1672985761918921,-23.69344253622412,-17.427959481752843,2015-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150524T222019_20150524T222044_006069_007DA6_7E98,1.0967848179682609,0.16433633443357853,-15.065621480954501,-7.628098940305649,2015-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150524T222044_20150524T222109_006069_007DA6_F549,1.0967848179682609,0.16433633443357853,-17.130928802305107,-9.07073973652899,2015-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150524T222109_20150524T222127_006069_007DA6_7BBB,1.0967848179682609,0.16433633443357853,-17.65901406237435,-9.85019511808116,2015-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150531T221209_20150531T221234_006171_008082_9B8E,0.9405729951681079,0.1585500515491771,-16.935861798400627,-8.950839049153766,2015-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150531T221234_20150531T221307_006171_008082_72BB,0.9405729951681079,0.1585500515491771,-20.061685124996387,-12.054923069980484,2015-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150602T215636_20150602T215701_006200_008158_58ED,0.808278466228577,0.15726824376496717,-44.16123091526584,-35.88173957626932,2015-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150602T215701_20150602T215726_006200_008158_EE63,0.808278466228577,0.15726824376496717,-26.101475343095164,-21.659443356345516,2015-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150602T215726_20150602T215751_006200_008158_B773,0.808278466228577,0.15726824376496717,-23.558219211348273,-17.148431108730446,2015-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150605T222019_20150605T222044_006244_0082AF_BBE5,0.779650785873705,0.1562713611978312,-14.800866532267133,-7.185760490672166,2015-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150605T222044_20150605T222109_006244_0082AF_0334,0.779650785873705,0.1562713611978312,-16.909203140237548,-8.871598568277006,2015-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150605T222109_20150605T222134_006244_0082AF_C3BB,0.779650785873705,0.1562713611978312,-17.94014678037112,-10.075266399846823,2015-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150605T222134_20150605T222159_006244_0082AF_A6FE,0.779650785873705,0.1562713611978312,-17.64856862384513,-9.92722224070226,2015-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150605T222159_20150605T222224_006244_0082AF_2E06,0.779650785873705,0.1562713611978312,-17.662708247858365,-9.94215385881308,2015-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150607T220352_20150607T220417_006273_008383_0614,0.779650785873705,0.1569422226882725,-19.746652656289598,-12.495082934969185,2015-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150607T220417_20150607T220450_006273_008383_F5E8,0.779650785873705,0.1569422226882725,-25.351535005915412,-19.762502927417184,2015-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150612T221210_20150612T221235_006346_0085A2_5331,0.7503897400021146,0.1545091031482506,-16.42668647313755,-8.312726701253654,2015-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150612T221235_20150612T221300_006346_0085A2_7F76,0.7503897400021146,0.1545091031482506,-20.481571238556885,-12.968863713889245,2015-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150612T221300_20150612T221325_006346_0085A2_EBBF,0.7503897400021146,0.1545091031482506,-17.44842770989576,-9.381374369523277,2015-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150612T221325_20150612T221350_006346_0085A2_E94B,0.7503897400021146,0.1545091031482506,-17.199298500645014,-9.272239932442334,2015-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150612T221350_20150612T221415_006346_0085A2_CB37,0.7503897400021146,0.1545091031482506,-17.667289179679777,-9.687567472052471,2015-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150617T222014_20150617T222039_006419_0087AF_4441,0.8326395208137296,0.1541030557537824,-15.194451135774672,-7.548806971917234,2015-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150617T222039_20150617T222107_006419_0087AF_D796,0.8326395208137296,0.1541030557537824,-16.234448171897807,-8.360480695378898,2015-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150624T221205_20150624T221230_006521_008A9C_AF8A,0.6088102988587398,0.1525296031300766,-15.716026509195546,-8.544612583674352,2015-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150624T221230_20150624T221255_006521_008A9C_B227,0.6088102988587398,0.1525296031300766,-19.29301544487346,-12.251954997970039,2015-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150624T221255_20150624T221320_006521_008A9C_A7A9,0.6088102988587398,0.1525296031300766,-16.245565511683782,-8.533976201110633,2015-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150624T221320_20150624T221347_006521_008A9C_1E63,0.6088102988587398,0.1525296031300766,-13.54911990374768,-6.096027114280618,2015-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150701T220353_20150701T220418_006623_008D59_187A,1.0641626931518922,0.1719574693982865,-18.819333457384058,-12.441325961719562,2015-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150701T220418_20150701T220443_006623_008D59_F04F,1.0641626931518922,0.1719574693982865,-24.454175736429026,-20.26018956175104,2015-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150701T220443_20150701T220508_006623_008D59_7108,1.0641626931518922,0.1719574693982865,-22.073388414297003,-15.53280558637924,2015-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150701T220508_20150701T220533_006623_008D59_E44E,1.0641626931518922,0.1719574693982865,-16.948841491100218,-9.125091448242737,2015-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150701T220533_20150701T220557_006623_008D59_71C4,1.0641626931518922,0.1719574693982865,-17.474253666333116,-9.222311442837754,2015-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150706T221205_20150706T221230_006696_008F4E_A03C,1.1718744746813736,0.16667920142750284,-16.081503535803744,-8.231446035653947,2015-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150706T221230_20150706T221255_006696_008F4E_2464,1.1718744746813736,0.16667920142750284,-21.36391518532274,-11.947294033177322,2015-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150706T221255_20150706T221320_006696_008F4E_9397,1.1718744746813736,0.16667920142750284,-18.70144781911187,-9.527957201954074,2015-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150706T221320_20150706T221346_006696_008F4E_680B,1.1718744746813736,0.16667920142750284,-16.294269700494432,-7.939922709756556,2015-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150718T221205_20150718T221230_006871_00945A_D00B,0.8591705660795363,0.16674337884501947,-15.632049437430192,-8.017978047253756,2015-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150718T221230_20150718T221255_006871_00945A_8EC5,0.8591705660795363,0.16674337884501947,-20.383409715275707,-11.143305544641123,2015-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150718T221255_20150718T221320_006871_00945A_546A,0.8591705660795363,0.16674337884501947,-16.754030694811917,-8.167612286579658,2015-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150718T221320_20150718T221347_006871_00945A_8D54,0.8591705660795363,0.16674337884501947,-15.306820852417891,-7.328404290107783,2015-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150723T222016_20150723T222041_006944_009668_D4BB,2.20755945792095,0.17013892011174953,-14.285240746795338,-6.340622959603009,2015-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150723T222041_20150723T222108_006944_009668_7C49,2.20755945792095,0.17013892011174953,-14.585582135818726,-6.716198066198784,2015-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150725T220354_20150725T220419_006973_009743_D366,2.20755945792095,0.17555185789121708,-20.561919415245306,-11.721400345345657,2015-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150725T220419_20150725T220444_006973_009743_35F7,2.20755945792095,0.17555185789121708,-28.944445674769973,-18.615382233066956,2015-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150725T220444_20150725T220509_006973_009743_D18D,2.20755945792095,0.17555185789121708,-24.502609122215315,-15.71843113516324,2015-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150725T220509_20150725T220534_006973_009743_A460,2.20755945792095,0.17555185789121708,-17.005425856442134,-9.30761745969479,2015-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150725T220534_20150725T220558_006973_009743_CBB8,2.20755945792095,0.17555185789121708,-18.01367079565942,-10.57714745996305,2015-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150730T221206_20150730T221231_007046_00994D_548D,2.072273441833249,0.17039648898643373,-14.262295341224222,-6.855457801624252,2015-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150730T221231_20150730T221256_007046_00994D_E827,2.072273441833249,0.17039648898643373,-19.743955770975884,-9.62098228175336,2015-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150730T221256_20150730T221321_007046_00994D_8E41,2.072273441833249,0.17039648898643373,-15.99932777572109,-7.68591973532712,2015-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150730T221321_20150730T221348_007046_00994D_9726,2.072273441833249,0.17039648898643373,-13.778177086683803,-6.047106645342026,2015-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150811T221207_20150811T221232_007221_009E0C_1D00,2.4359660704717325,0.19338814905500204,-15.327373892352464,-8.032012940319294,2015-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150811T221232_20150811T221257_007221_009E0C_F279,2.4359660704717325,0.19338814905500204,-20.723213230095624,-11.425299655487807,2015-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150811T221257_20150811T221322_007221_009E0C_7984,2.4359660704717325,0.19338814905500204,-16.288819956056557,-8.319826336008422,2015-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150811T221322_20150811T221349_007221_009E0C_3F07,2.4359660704717325,0.19338814905500204,-14.664402343771991,-7.286324962792989,2015-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150823T221208_20150823T221233_007396_00A2CA_D9BF,2.3173628189678346,0.17634826333658757,-14.8916184392589,-7.538156974746606,2015-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150823T221233_20150823T221258_007396_00A2CA_54D0,2.3173628189678346,0.17634826333658757,-20.236876807179463,-10.869902874976745,2015-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150823T221258_20150823T221323_007396_00A2CA_74AA,2.3173628189678346,0.17634826333658757,-16.605834893860344,-8.5903102090389,2015-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150823T221323_20150823T221349_007396_00A2CA_5666,2.3173628189678346,0.17634826333658757,-14.93076409287667,-7.573391207107443,2015-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150909T222018_20150909T222043_007644_00A9A0_C5F8,1.714393215951979,0.18642745623859755,-14.420316447868958,-6.997821091913564,2015-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150909T222043_20150909T222110_007644_00A9A0_C1E8,1.714393215951979,0.18642745623859755,-14.318384388677512,-6.988328309044888,2015-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150916T221208_20150916T221233_007746_00AC44_7D28,1.6385322057501495,0.18018860415134177,-15.718830161601195,-8.394198494095184,2015-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150916T221233_20150916T221258_007746_00AC44_BA63,1.6385322057501495,0.18018860415134177,-20.682134540012033,-11.846334467893808,2015-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150916T221258_20150916T221323_007746_00AC44_CDC1,1.6385322057501495,0.18018860415134177,-16.73153022784854,-8.96144454171562,2015-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150916T221323_20150916T221350_007746_00AC44_B1B2,1.6385322057501495,0.18018860415134177,-15.438101856165385,-8.057740566047988,2015-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150928T221214_20150928T221239_007921_00B100_D962,0.9695866345850027,0.174196269975916,-15.754449899778487,-7.5762850780386986,2015-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150928T221239_20150928T221304_007921_00B100_32A3,0.9695866345850027,0.174196269975916,-20.492264048809737,-9.556988573746619,2015-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150928T221304_20150928T221329_007921_00B100_7C33,0.9695866345850027,0.174196269975916,-16.21515176489544,-8.516291644632531,2015-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150928T221329_20150928T221350_007921_00B100_A769,0.9695866345850027,0.174196269975916,-16.748281943446127,-9.288185234060316,2015-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151003T222019_20151003T222044_007994_00B2F6_5A11,0.6332845463301129,0.1807601031554435,-14.080557322819915,-6.636835734056134,2015-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151003T222044_20151003T222111_007994_00B2F6_9374,0.6332845463301129,0.1807601031554435,-15.595409920898836,-7.717447160210356,2015-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151010T221209_20151010T221234_008096_00B5A1_D80D,0.5993212034392108,0.1768781577271687,-17.102620298623982,-9.200246212937202,2015-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151010T221234_20151010T221259_008096_00B5A1_5C25,0.5993212034392108,0.1768781577271687,-20.839418646684138,-9.893226836986338,2015-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151010T221259_20151010T221324_008096_00B5A1_D535,0.5993212034392108,0.1768781577271687,-19.58498582571492,-9.948655983970992,2015-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151010T221324_20151010T221351_008096_00B5A1_8C1E,0.5993212034392108,0.1768781577271687,-17.691467394933113,-9.11500394182156,2015-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151022T221209_20151022T221234_008271_00BA77_9E8D,0.35220722922095726,0.1687737889569132,-16.7892387161213,-8.754099806649867,2015-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151022T221234_20151022T221259_008271_00BA77_722C,0.35220722922095726,0.1687737889569132,-20.303766039856853,-10.918627542305245,2015-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151022T221259_20151022T221324_008271_00BA77_BA55,0.35220722922095726,0.1687737889569132,-18.93940801892408,-9.678122387205084,2015-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151022T221324_20151022T221350_008271_00BA77_AB7E,0.35220722922095726,0.1687737889569132,-17.579369361947396,-8.969718282872247,2015-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151103T221209_20151103T221234_008446_00BF03_428D,0.34852399259655953,0.1720273041167458,-18.27991687010212,-10.01591857527089,2015-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151103T221234_20151103T221259_008446_00BF03_1AFA,0.34852399259655953,0.1720273041167458,-22.400294608575013,-12.167547396423114,2015-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151103T221259_20151103T221324_008446_00BF03_2E39,0.34852399259655953,0.1720273041167458,-20.194235873415945,-10.758297478701731,2015-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151103T221324_20151103T221350_008446_00BF03_3330,0.34852399259655953,0.1720273041167458,-17.771568466714676,-9.231380042575255,2015-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151108T222018_20151108T222043_008519_00C0F9_9425,0.15086630052214403,0.17744815923839974,-14.679635171560362,-6.571786331000789,2015-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151108T222043_20151108T222110_008519_00C0F9_9073,0.15086630052214403,0.17744815923839974,-15.930685290200163,-7.367232013603121,2015-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151115T221228_20151115T221253_008621_00C3DB_1146,0.18642929978857203,0.1917560805588207,-19.60974398113491,-9.17099831051285,2015-11-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151115T221253_20151115T221318_008621_00C3DB_026B,0.18642929978857203,0.1917560805588207,-18.862846028742585,-8.69098840752282,2015-11-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151115T221318_20151115T221345_008621_00C3DB_06AD,0.18642929978857203,0.1917560805588207,-15.530356296328089,-6.823799283969647,2015-11-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151120T222038_20151120T222105_008694_00C5EE_B572,0.007578101703210361,0.1987372644030485,-15.315556615225809,-7.2143720538595,2015-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151127T221228_20151127T221253_008796_00C8BF_15EC,0.1264780268265224,0.19774130519366415,-22.349549917600164,-13.363922722558886,2015-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151127T221253_20151127T221318_008796_00C8BF_2314,0.1264780268265224,0.19774130519366415,-22.414645023385585,-13.31787900183837,2015-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151127T221318_20151127T221344_008796_00C8BF_552A,0.1264780268265224,0.19774130519366415,-17.844024701769722,-9.208102164082415,2015-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151209T221227_20151209T221252_008971_00CDBE_6925,0.22498343165506257,0.2010789008146855,-22.158952049113065,-12.901723732603436,2015-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151209T221252_20151209T221317_008971_00CDBE_92B0,0.22498343165506257,0.2010789008146855,-21.955002458604174,-12.873003795271494,2015-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151209T221317_20151209T221344_008971_00CDBE_98B2,0.22498343165506257,0.2010789008146855,-18.125140908151703,-9.807581155779292,2015-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151214T222037_20151214T222104_009044_00CFAE_F8B4,0.30419004250670695,0.19994722140225635,-18.756719724985185,-10.416675434002146,2015-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20151221T221227_20151221T221252_009146_00D28C_237C,0.2335010051563231,0.19796211472208977,-23.21358090889098,-13.433419214713897,2015-12-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
